NO,Department,Name,MODEL,SERIAL,MANUFACTURER,LOG_Number,Installation_Date,Warranty_End,PPM_Q_I_date,PPM_Q_I_engineer,PPM_Q_II_engineer,PPM_Q_III_engineer,PPM_Q_IV_engineer,Unnamed: 14
867,OR,PATIENT MONITOR,Eagle4000,101069456,Marquette Hellige ,2352,,,10/8/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
868,OR,PATIENT MONITOR,N15,F54C082790,MINDRAY,2745,,,11/8/2027,NIXON,NIXON,NIXON,NIXON,
869,OR,PATIENT MONITOR,N15,F5-4C082791,MINDRAY,2746,,,12/8/2027,NIXON,NIXON,NIXON,NIXON,
870,OR,PORTABLE EXAM.LIGHT,PENTA30E,27222,RIMSA,2086,,,13/08/2027,MANU,MANU,MANU,MANU,
871,OR,PORTABLE VENTILATOR,RESPIRONICS,H28334841FAE2,PHILIPS,2346,,,14/08/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
872,OR,POWER LED 175,20161420,RT9715,STORZ,2119,,,15/08/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
873,OR,POWERX SYSTEM,POWER X,0019XH,SOLTA MED,2144,,,16/08/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
874,OR,PT BED OPTHA,1056,1722,WAVE LIGHT,2139,,,17/08/2027,MANU,MANU,MANU,MANU,
875,OR,REFRIGERATOR,SR-78WNXN,71200183,SANYO WDECKER,1997,,,18/08/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
876,OR,REFRIGERATOR,NR-A191S,475,NATIONAL,2053,,,19/08/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
877,OR,REFRIGERATOR,GR131SF,612TRLV00432,LG,2054,,,20/08/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
878,OR,REFRIGERATOR,GR-R42UT-K,5796,TOSHIBA,2351,,,21/08/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
879,OR,SHAVER,CORE POWERED,1101310013,Stryker,2003,,,22/08/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
880,OR,SMOKE EVACUATOR,VC220,24233435,CONMED,2355,,,23/08/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
881,OR,SMOKE EVACUATOR,VC220,24233437,CONMED,2356,,,24/08/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
882,OR,SUCTION IRRIGATION,ZP-1000,EO3CNA00008,ZERONE,2015,,,25/08/2027,SUJITH,ARUN,SUJITH,ARUN,
883,OR,SUCTION MACHINE,DAI-SEC,DT13150,Rochet Medical Eng.,2009,,,26/08/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
884,OR,SUCTION MACHINE,CVR6-1229,GAHE55516,OHMEDA,2043,,,27/08/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
885,OR,SUCTION MACHINE,KV-6,1569014,OLYMPUS,2095,,,28/08/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
886,OR,SUCTION MACHINE,6-1229,GFHL50716,OHMEDA,2097,,,29/08/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
887,OR,SUCTION MACHINE,NEW HOSPIVAC 400,2181,"CAMI,ITALY",2122,,,30/08/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
888,OR,SUCTION MACHINE,6-1229,GFHL50729,OHMEDA,2156,,,31/08/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
889,OR,SUCTION MACHINE,NEW HOSPIVAC 400,2183,CA-MI,2194,,,1/9/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
890,OR,SUCTION MACHINE,CVR6-1229,9GFHH51552,OHMEDA,2200,,,2/9/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
891,OR,SUCTION MACHINE,C-1229,GFHL50724,OHMED,2207,,,3/9/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
892,OR,SUCTION MACHINE,PSITECIII,05-095202,Byron Med. Inc,2217,,,4/9/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
893,OR,SUCTION MACHINE,DOMINANT FLEX,1596854,MEDELA,2338,,,5/9/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
894,OR,SUCTION MACHINE,DOMINANT FLEX,1596853,MEDELA,2350,,,6/9/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
895,OR,SUCTION MACHINE ,NEW HOSPIVAC 400,1572,"CAMI,ITALY",2096,,,7/9/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
896,OR,SUCTION PUMP,2228,1100417640,RICHARD WOLF,2025,,,8/9/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
897,OR,SUCTION PUMP,DAI SEC,DT14698,ROCKET MEDICAL,2087,,,9/9/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
898,OR,SUCTION PUMP,KLEIN TOUCH PUMP,1203,HK SURGICAL,2183,,,10/9/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
899,OR,SUCTION UNIT,CVR6-1229,GFHL50717,OHMEDA,2202,,,11/9/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
900,OR,SYRINGE PUMP,SP-500,8010022-220UKN,JMS,2145,,,12/9/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
901,OR,SYRINGE PUMP,SP-500,2020480-220EU,JMS Co Inc.,2146,,,13/09/2027,SUJITH,ARUN,SUJITH,ARUN,
902,OR,SYRINGE PUMP,SP-500,0110301-220UKN,JMS Co Inc.,2147,,,14/09/2027,SUJITH,ARUN,SUJITH,ARUN,
903,OR,SYRINGE PUMP,Injectomat,018090/19741459,Infusio,2148,,,15/09/2027,ARUN,SUJITH,ARUN,SUJITH,
904,OR,SYSTEM6 BATTERY CHARG,SYSTEM6,1036201663,STRIKER,2026,,,16/09/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
905,OR,ULTIMATE ASPIRATOR UNIT,B89025(VITRUVIAN),VB89025A2158,BLACK&BLACK SURGICAL,2220,,,17/09/2027,ARUN,SUJITH,ARUN,SUJITH,
906,OR,ULTRASONIC BIPOLAR GENERATOR,VSG-410,7211017,OLYMPUS,2103,,,18/09/2027,SUJITH,ARUN,SUJITH,ARUN,
907,OR,ULTRASONIC SURGICAL,ULTRA-Z,BOICNA00026,ZERONE,2014,,,19/09/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
908,OR,ULTRASONIC SURGICAL,COMEG,215658003,PIEZOTOME,2133,,,20/09/2027,SUJITH,ARUN,SUJITH,ARUN,
909,OR,ULTRASOUND,SSD-1400,M05089C,Aloka Co. Ltd,2040,,,21/09/2027,SUJITH,ARUN,SUJITH,ARUN,
910,OR,ULTRASOUND,SSD-1400,N04595C,ALOKA,2082,,,22/09/2027,SUJITH,ARUN,SUJITH,ARUN,
911,OR,ULTRASOUND,SSD-1400,M03239,ALOKA,2083,,,23/09/2027,SUJITH,ARUN,SUJITH,ARUN,
912,OR,ULTRASOUND,PROSOUND II,205P1770,HITACHI,2168,,,24/09/2027,ARUN,SUJITH,ARUN,SUJITH,
913,OR,ULTRASOUND,SSD-1400,M05110C,ALOKA,2190,,,25/09/2027,ARUN,SUJITH,ARUN,SUJITH,
914,OR,UNI DRIVE II,20711020,CF1988B,STORZ,2120,,,26/09/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
915,OR,UPS,IST3100010010J,551101283070LA200016,AEC,2058,,,27/09/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
916,OR,UPS,PW913012000TXL,RA335A0512,ETN,2141,,,28/09/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
917,OR,UROLOGY LASER,MEGATOWER30+,LHT1324-1215,RICHARD WOLF,2174,,,29/09/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
918,OR,VACCUM MACHINE,NEW HOSPIVAC-400,10348,CA-MI,2166,,,30/09/2027,ARUN,SUJITH,ARUN,SUJITH,
919,OR,VACCUM PUMP,PD521,PD536,PIONEER PUMP,2036,,,1/10/2027,ARUN,SUJITH,ARUN,SUJITH,
920,OR,VACCUM PUMP,PIONEER PROPUMP,PD535,GENX INTERNATIONAL,2088,,,2/10/2027,ARUN,SUJITH,ARUN,SUJITH,
921,OR,VENTILATOR,RESPIRONICS,6959047570,PHILIPS,2233,,,3/10/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
922,OR,VENTILATOR,TRILOGI302,TV010052010,PHILIPS,2339,,,4/10/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
923,OR,VIDEO CENTER,VISERA ELITEII,7040762,OLYMPUS SYSTEM,2099,,,5/10/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
924,OR,VIDEO CENTER,SC-WU26-A1511,14-23-5956,RADIANCE,2149,,,6/10/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
925,OR,VIDEO CENTER ,CV -170,7545475,OLYMPUS,2093,,,7/10/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
926,OR,VIDEO IMAGE PROCESSOR,PV300,PCHR0043,PUSEN,1999,,,8/10/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
927,OR,VIDEO MONITOR,GLIDE SCOPE,AN200446,VERATHON,2205,,,9/10/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
928,OR,VIDEO RECORDER,HVO-550MD,114386,SONY,2116,,,10/10/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
929,OR,VIDEOCENTER MONITOR,LMDX2705MD,3001474,SONY,2030,,,11/10/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
930,OR,VTRUVIAN ULTMATE ASPIRATOR,B89025,A2206,BLACK SURGICAL,2129,,,12/10/2027,ARUN,SUJITH,ARUN,SUJITH,
931,OR,WARMER,W-300,300K2403005,MEDWARM,2157,,,13/10/2027,MANU,MANU,MANU,MANU,
932,OR,WARMER,BW6855,803140,BIEGLER,2232,,,14/10/2027,MANU,MANU,MANU,MANU,
933,OR,WARMER,7921-MG-220,042904-08,BLICKMAN,2262,,,15/10/2027,MANU,MANU,MANU,MANU,
934,OR,WARMER ,BW6855,83141,BEIGLER,2228,,,16/10/2027,MANU,MANU,MANU,MANU,
935,OR,WARMER CABINET,SWC1824G,010810-703,MAC MEDICAL,2112,,,17/10/2027,MANU,MANU,MANU,MANU,
936,OR,WARMER CABINET,W-300,300K2303012,MEDWARM,2179,,,18/10/2027,MANU,MANU,MANU,MANU,
937,OR,WARMER MACHINE,W-300,300K2302003,MEDWARM,2213,,,19/10/2027,MANU,MANU,MANU,MANU,
938,OR,WARMER UNIT,IOB-505,WU202202001EN#,IOB,2227,,,20/10/2027,MANU,MANU,MANU,MANU,
939,OR,WARMER UNIT,IOB-505,WU202202001EN,IOB,2231,,,21/10/2027,MANU,MANU,MANU,MANU,
940,OR,WARMING CABINET,SWC-1824g-DL-22UK,010810-702,MAC MEDICAL,2263,,,22/10/2027,MANU,MANU,MANU,MANU,
941,OR,WATER BATH,1003,11516209K,GFL,2050,,,23/10/2027,MANU,MANU,MANU,MANU,
942,OR,WEIGHING SCALE,WB-380,17010107,TANITA,2353,,,24/10/2027,MANU,MANU,MANU,MANU,
943,OR,ALLEGRETO IEYE-Q,IEYE-Q,1010-2-203,WAVE LIGHT,2140,,,25/10/2027,SUJITH,ARUN,SUJITH,ARUN,
944,PEDIA,BABY WEIGHING SCALE,BD-590,820426,TANITA,2374,,,26/10/2027,NIXON,SUJITH,NIXON,SUJITH,
945,PEDIA,ECG MACHINE,EKG PRAKTIK ,LTXPL0C002844,SEIVA,2358,,,27/10/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
946,PEDIA,ECHO MACHINE,ENVISORC,US30403121,"PHILIPS, ITALY",2360,,,28/10/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
947,PEDIA,ECHO MACHINE,AFFINITI 70C,USN17F0935,PHILIPS,2362,,,29/10/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
948,PEDIA,JAUNDICE DETECTOR ,BM-100C,AP5BE0006002,NINGBO DAVID ,2376,,,30/10/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
949,PEDIA,PULSE OXIMETER,SAT805,61120001,BITMOS,2373,,,31/10/2027,NIXON,SUJITH,NIXON,SUJITH,
950,PEDIA,PULSE OXIMETER,RADICAL-7,330506,MASIMO,2386,,,1/11/2027,NIXON,SUJITH,NIXON,SUJITH,
951,PEDIA,VITAL SIGN MONITOR,Cas 740,410038,CASMED,2384,,,2/11/2027,NIXON,SUJITH,NIXON,SUJITH,
952,PEDIA,WEIGHING SCALE,WB-380,17030011,TANITA,2372,,,3/11/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
953,PLASTIC ,3-MAX COOL SHAPING,ESM-8100MO,BCS-0003-1308,EUNSONG GLOBAL,1139,,,4/11/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
954,PLASTIC ,WEIGHING SCALE,WB380,17010053,TANITA,1104,,,5/11/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
955,PLASTIC ,WEIGHING SCALE,WB-380,19080270,Tanita,1126,,,6/11/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
956,PLASTIC ,WEIGHING SCALE,WB-3000,13070005,Tanita,1153,,,7/11/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
957,PLASTIC ,WEIGHING SCALE,WB-3000,13010110,Tanita,1155,,,8/11/2027,JAYAPRAKASH,ARUN,JAYAPRAKASH,ARUN,
958,PT,COAX MED,COAX MED,26180009,BIOTEC ITALIA,1694,,,9/11/2027,SUJITH,ARUN,SUJITH,ARUN,
959,PT,COMPRESSIBLE LIMB &,POWER Q8060,P806B20010002,WONJIN,1693,,,10/11/2027,SUJITH,ARUN,SUJITH,ARUN,
960,PT,COMPUTERIZED IFT+MST+TENS,DIGI STIM PRO,DSP-1775,BHARAT MEDICAL SYSTEM,1633,,,11/11/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
961,PT,COMPUTERIZED IFT+MST+TENS,DIGI STIM PRO,DSP-1889,BHARAT MEDICAL SYSTEM,1672,,,12/11/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
962,PT,ELECTRO THERAPY,BTL-4000,4000-0289626,BTL.Industries.Ltd,1657,,,13/11/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
963,PT,ELECTRO THERAPY,940,2015100J0935,SONICATOR,1670,,,14/11/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
964,PT,HYDROCOLLATOR,2302,T6313C,CHATTENOOGA,1642,,,15/11/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
965,PT,HYDROCOLLATOR,2302,T6309C,CHATTENOOGA,1692,,,16/11/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
966,PT,HYDROCOLLATOR UNIT,M-2,T1073,Chattanoga Vista CA.,1628,,,17/11/2027,SUJITH,ARUN,SUJITH,ARUN,
967,PT,INFRA RED LIGHT,51524,F0508171,BRANDT EQUIPMENT,1654,,,18/11/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
968,PT,KNEE CPM MACHINE,SPECTRA,17009S2/10,KINETICP,1658,,,19/11/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
969,PT,LASER,BTL-4000,282726,BTL.Industries.Ltd,1656,,,20/11/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
970,PT,LASER THERAPY,FXI,LP19003015,LIGHT FORCE,1631,,,21/11/2027,SUJITH,ARUN,SUJITH,ARUN,
971,PT,LASER THERAPY,LIGHT FORCE,LAE21006019,CHATTANOOYA,1697,,,22/11/2027,SUJITH,ARUN,SUJITH,ARUN,
972,PT,MASSAGER UNIT,ME610,OIMP00152,METTLER ELECTRONIC,1645,,,23/11/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
973,PT,MASSAGER UNIT,EME610,OIMP00153,METTLER ELECTRONIC,1632,,,24/11/2027,SUJITH,ARUN,SUJITH,ARUN,
974,PT,MASSAGER UNIT,ME610,OIMP00109,METTLER ELECTRONIC,1696,,,25/11/2027,SUJITH,ARUN,SUJITH,ARUN,
975,PT,PARAFFIN WAX BATH,VLDE,70326133,"Phytolab,S.I Colmena ",1629,,,26/11/2027,SUJITH,ARUN,SUJITH,ARUN,
976,PT,PARAFFIN WAX BATH,VLDE-P362111200,70209002,DEPILEVE,1690,,,27/11/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
977,PT,PATIENT BED,EL02W,190122K005,CONFYCARE,1639,,,28/11/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
978,PT,PATIENT BED,EL02W,190122K006,CONFYCARE,1673,,,29/11/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
979,PT,SHOCKWAVE THERAPY,SHOCK MED,EM09311018,EME,1641,,,30/11/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
980,PT,SHOCKWAVE THERAPY,SHOCK MED,EM09301018,EME,1695,,,1/12/2027,SUJITH,ARUN,SUJITH,ARUN,
981,PT,THERAPIC,9400,EM04840624,EME,1627,,,2/12/2027,SUJITH,ARUN,SUJITH,ARUN,
982,PT,THERAPIC,9400,EM03750319,EME,1640,,,3/12/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
983,PT,THERAPIC,9400,EM03760319,EME,1648,,,4/12/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
984,PT,THERAPIC,9400,EM05490724,EME,1675,,,5/12/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
985,PT,THERAPIC,9400,EM03780319,EME,1677,,,6/12/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
986,PT,THERAPIC,9400,EM04850624,EME,1680,,,7/12/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
987,PT,THERAPIC,9400,EM03770319,EME,1683,,,8/12/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
988,PT,THERAPIC,9400,EM02360219,EME,1686,,,9/12/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
989,PT,TREADMILL,PHYSIOMILL ,TMRGU502,HEALTHCARE,1653,,,10/12/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
990,PT,TRUE EASY REAR ENTRY,XPS-100,19-XPS0105A,INTERTECH,1650,,,11/12/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
991,PT,ULTRASONIC,1300,EM04750524,EME,1626,,,12/12/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
992,PT,ULTRASONIC,1300,EM03790319,EME,1630,,,13/12/2027,SUJITH,ARUN,SUJITH,ARUN,
993,PT,ULTRASONIC,1300,EM05310419,EME,1646,,,14/12/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
994,PT,ULTRASONIC,1300,EM04740524,EME,1676,,,15/12/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
995,PT,ULTRASONIC,1300,EM05290419,EME,1678,,,16/12/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
996,PT,ULTRASONIC,1300,EM05350419,EME,1681,,,17/12/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
997,PT,ULTRASONIC,1300,EM05320419,EME,1684,,,18/12/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
998,PT,ULTRASONIC,1300,EM04730524,EME,1687,,,19/12/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
999,PT,ULTRASSOUND AND MUSCLESTIMULATOR,ME904,201510CJ0936,METTLER ELECTRONIC,1644,,,20/12/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
1000,PT,WEIGHING SCALE,WB3000,13010092,TANITA,1622,,,21/12/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
1001,SURGERY,ARGONLASER UNIT,1149-675,936296,CARL ZEISS,1447,,,22/12/2027,SUJITH,MANU,SUJITH,MANU,
1002,SURGERY,AUDIO METRIC BOOTH,CL-45,90116161101,EYMASA,1444,,,23/12/2027,SUJITH,MANU,SUJITH,MANU,
1003,SURGERY,FLOW METER,SMART FLOW,2202833,ALBI MEDICAL,1438,,,24/12/2027,SUJITH,MANU,SUJITH,MANU,
1004,SURGERY,MIDDLEEAR ANALYZER,VIOLA PLUS,INIDD17203029,VIOLA,1445,,,25/12/2027,SUJITH,MANU,SUJITH,MANU,
1005,SURGERY,PERIMETER,OCTUPOS600,6209,HAAG STREIT,1446,,,26/12/2027,SUJITH,MANU,SUJITH,MANU,
1006,SURGERY,VITAL SIGN MONITOR,IM3,261436-EM24903560002,EDAN,1411,,,27/12/2027,SUJITH,MANU,SUJITH,MANU,
1007,SURGERY,VITAL SIGN MONITOR,VS600,FG-55003564,MINDRAY,1417,,,28/12/2027,SUJITH,MANU,SUJITH,MANU,
1008,SURGERY,WEIGHING SCALE,WB3000,130101049,TANITA,1421,,,29/12/2027,MANU,SUJITH,MANU,SUJITH,
1009,SURGERY,WEIGHING SCALE,WB3000,13010159,TANITA,1434,,,30/12/2027,MANU,SUJITH,MANU,SUJITH,
1010,SURGERY,WEIGHING SCALE,WB3000,B070053,TANITA,1440,,,31/12/2027,MANU,SUJITH,MANU,SUJITH,
1011,SURGERY,WEIGHING SCALE,WB-3000,14100162,TANITA,1410,,,1/1/2028,MANU,SUJITH,MANU,SUJITH,
1012,SURGERY,WEIGHING SCALE,WB-3000,14100165,TANITA,1415,,,2/1/2028,MANU,SUJITH,MANU,SUJITH,
1013,SURGERY,WEIGHING SCALE,MANVAL,5.70034E+12,SECA,1430,,,3/1/2028,MANU,SUJITH,MANU,SUJITH,
1014,SURGERY,WEIGHING SCALE,HA-503,1406,TANITA,1432,,,4/1/2028,MANU,,MANU,SUJITH,
1015,XRAY,ANESTHESIA MACHINE,AESTIVA 5,AMWH00141,DATEX-OHMEDA,1785,,,5/1/2028,SUJITH,ARUN,SUJITH,ARUN,
1016,XRAY,ANESTHESIA MACHINE,AESTIVA/ 5 MRI,AMTQ00313,OHMEDA USA,1992,,,6/1/2028,ARUN,SUJITH,ARUN,SUJITH,
1017,XRAY,BONE DENSITOMATEX,STRATOS,L11-015D254,DMS,1781,,,7/1/2028,SUJITH,ARUN,SUJITH,NIXON,
1018,XRAY,BP APPARATUS,STAND BY,SW0005,BAUMANOMETER,1977,,,8/1/2028,JAYAPRAKASH,NIXON,JAYAPRAKASH,JAYAPRAKASH,
1019,XRAY,CD BURNER,PP-100II,P2BF001437,EPSON,2443,,,9/1/2028,JAYAPRAKASH,NIXON,JAYAPRAKASH,JAYAPRAKASH,
1020,XRAY,CR READER,CLASSIC CR2,320529/K5240-5139,CARESTREAM,2445,,,10/1/2028,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
1021,XRAY,CR READER,CLASSIC CR1,320506/K4745-3120,CARESTREAM,2444,,,11/1/2028,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
1022,XRAY,CT SCAN,SOMATOM,59412,SIEMENS,1978,,,12/1/2028,NIXON,JAYAPRAKASH,NIXON,SUJITH,
1023,XRAY,DEFIBRILATOR,RENABEX700,2008/20022212,BEXON CARDIO,1995,,,13/01/2028,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
1024,XRAY,FLUROSCOPY,NIKALA-CLISIS,14A110301,PRIMAX INTERNATIONAL,1783,,,14/01/2028,ARUN,SUJITH,ARUN,ARUN,
1025,XRAY,INJECTOR,MEDTRON,860013825,MEDTRON Germany,1976,,,15/01/2028,ARUN,SUJITH,ARUN,NIXON,
1026,XRAY,INJECTOR,MEDTRON,880011542,MEDTRON Germany,1993,,,16/01/2028,ARUN,SUJITH,ARUN,SUJITH,
1027,XRAY,LASER PRINTER,DRYVIEW6850,K5353-7027,CARESTREAM,2446,,,17/01/2028,NIXON,JAYAPRAKASH,NIXON,SUJITH,
1028,XRAY,LASER PRINTER,DRYVIEW6950,K5812-7416,CARESTREAM,2447,,,18/01/2028,JAYAPRAKASH,NIXON,JAYAPRAKASH,JAYAPRAKASH,
1029,XRAY,MAMMOGRAPHY,HELIANTHUS C ,HELC/0063/C1,METAL TRONICA,1775,,,19/01/2028,ARUN,SUJITH,ARUN,ARUN,
1030,XRAY,MRI 1.5 T,MAGNETOM ESPREE,31180,SIEMENS,1991,,,20/01/2028,ARUN,SUJITH,ARUN,SUJITH,
1031,XRAY,PATIENT MONITOR,VITAPIA7000K,E085D0060,TRISMED,1786,,,21/01/2028,SUJITH,ARUN,SUJITH,SUJITH,
1032,XRAY,ULTRASOUND,VOLUSON E8 BT21,E50798,G.E HEALTHCARE ,1979,,,22/01/2028,SUJITH,ARUN,SUJITH,ARUN,
1033,XRAY,ULTRASOUND,VOLUSON P8,VP8002575,"GE ULTRASOUND KOREO,LTD.",1985,,,23/01/2028,ARUN,SUJITH,ARUN,SUJITH,
1034,XRAY,ULTRASOUND,X700,355539,SIEMENS,1988,,,24/01/2028,ARUN,SUJITH,ARUN,ARUN,
1035,XRAY,UPS,CON3000,MAA0404BA0011,ALPHA,1981,,,25/01/2028,SUJITH,ARUN,SUJITH,NIXON,
1036,XRAY,UPS,IST-3030010,551101303630M9200121,AEC,1787,,,26/01/2028,ARUN,SUJITH,ARUN,SUJITH,
1037,XRAY,WEIGHING SCALE,080KG,10776,DETECTO,1994,,,27/01/2028,ARUN,SUJITH,ARUN,45795,
1038,XRAY,XEROX PRINTER,7835,3912334960,XEROX COMPANY,2448,,,28/01/2028,NIXON,JAYAPRAKASH,NIXON,SUJITH,
1039,XRAY,X-RAY MACHINE,XRAY UNIT RAYBOW,PH00350,PRIMAX INTERNATIONAL,1773,,,29/01/2028,ARUN,SUJITH,ARUN,SUJITH,
1040,XRAY,XRAY UNIT GENERAL,FDRSMART X,GBF2110064A,FUJIFILM ,1777,,,30/01/2028,SUJITH,ARUN,SUJITH,ARUN,
